"[0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16, 18, 21, 23, 24, 27, 28, 29]",all_clustering_resultsCL0
"[7, 8, 13, 19, 20, 25, 26]",all_clustering_resultsCL1
"[5, 17, 22]",all_clustering_resultsCL2
