0.45457,0.03805,0.03319,0.00266,0.39592,0.00543,0.0127,0.05747,0.14869,0.05574,0.03821,0.23687,0.37056,0.06531,0.04375,0.04088,0.04174,0.03277,0.1186,0.47794,0.21474,0.04867,0.03272,0.03282,0.14309,0.06451,0.06697,0.44413,0.16285,0.01469,0.02707,0.07668,0.75547,0.02676,0.00205,0.00106,0.0117,0.00365,0.02925,0.17006,0.13785,0.09237,0.1144,0.13448,0.15516,0.14288,0.14167,0.08118,0.27652,0.07181,0.0975,0.1508,0.16267,0.06797,0.05944,0.11329,0.26225,0.05272,0.10094,0.10624,0.18508,0.11811,0.08168,0.09298,0.50637,0.01179,0.02033,0.00259,0.01295,0.00469,0.01119,0.4301,0.09278,0.23321,0.14827,0.11254,0.15953,0.08752,0.11479,0.05136,0.13495,0.13913,0.1072,0.13716,0.11665,0.0897,0.19548,0.07971,0.26683,0.16616,0.22256,0.04084,0.04237,0.01315,0.02419,0.22389,0.36695,0.02756,0.08269,0.1661,0.11782,0.00706,0.01359,0.21822,0.04688,0.03244,0.0371,0.04011,206,0.13653,0.26448,0.23644,0.03641,0.04505,0.15535,0.17922,0.4476,0.0584,0.05568,0.02229,0.32877,0.17438,0.14976,0.13706,0.08187,0.03148,0.01379,0.08289
0.45438,0.11691,0.0361,0.12448,0.13657,0.01758,0.03732,0.07664,0.04749,0.05536,0.0651,0.37357,0.33206,0.08457,0.0288,0.01304,0.04122,0.04465,0.17196,0.44112,0.19725,0.03025,0.0359,0.03765,0.15936,0.0451,38,0.37118,0.2373,0.02059,0.02846,0.10001,0.5845,0.06869,0.01855,0.01399,0.01339,0.02613,0.12883,0.14591,0.06996,0.07984,0.12444,0.23012,0.18835,0.15972,0.09786,0.04971,0.26411,0.11451,0.06256,0.06375,0.08549,0.04092,0.10777,0.26089,0.23546,0.09066,0.09648,0.11712,0.16811,0.06742,0.05527,0.16949,0.50808,0.03218,0.03003,0.02557,0.02283,0.05194,0.08789,0.24148,0.08893,0.15946,0.22969,0.08814,0.18008,0.1342,0.07834,0.04116,0.09616,0.08955,0.09631,0.22997,0.26807,0.06158,0.12303,0.03533,0.40457,0.17804,0.10944,0.02294,0.06391,0.0575,0.03659,0.12701,0.29258,0.0509,0.03111,0.04432,0.03958,0.0108,0.16635,0.36435,0.02198,0.02465,0.03347,0.04726,0.20855,0.2734,0.32631,0.06437,0.03196,0.11148,0.28084,0.2285,0.27047,0.04144,0.02613,0.00917,0.26833,0.22333,0.14527,0.07326,0.12419,0.01986,0.04699,0.09877
0.26793,0.07554,0.05589,0.25882,0.12635,0.01599,0.03395,0.16552,0.03314,0.02632,0.10939,0.39085,0.37398,0.03735,0.01817,0.0108,0.05937,0.05142,0.12173,0.39035,0.25669,0.03844,0.03218,0.04981,0.21789,0.04687,0.07557,0.42837,0.06137,0.04779,0.03325,0.0889,0.40183,0.09295,0.04751,0.01925,0.07396,0.05279,0.07368,0.23803,0.03458,0.04459,0.15396,0.32161,0.22567,0.12388,0.0734,0.02231,0.18576,0.10021,0.15858,0.04959,0.03541,0.04071,0.09488,0.33486,0.22986,0.03632,0.12171,0.16852,0.17938,0.06405,0.05825,0.14189,0.56208,0.01093,0.01869,0.0171,0.09243,0.04959,0.10128,0.14789,0.0676,0.12242,0.37505,0.18072,0.09937,0.03776,0.04323,0.07384,0.19146,0.08102,0.10626,0.14995,0.09896,0.10649,0.12529,0.14056,0.32636,0.08769,0.04209,0.01735,0.03833,0.08281,0.12617,0.2792,0.20058,0.01148,0.01992,0.0782,0.16618,0.03226,0.07235,0.41902,0.06703,0.1213,0.11979,0.13863,0.31186,0.11186,0.09461,0.03492,0.00881,0.03511,0.05927,285,0.49697,0.07631,0.03026,0.00826,0.30036,0.16044,0.07132,0.11038,0.21379,44,0.03136,0.06835
0.78586,0.11602,0.08763,0.20212,0.62056,0.01145,0.01459,0.16177,0.08739,0.09921,0.12897,0.35466,1.24182,0.02313,0.02939,0.03542,0.07139,0.05225,0.05539,0.27437,1.30962,0.06331,0.1064,0.06727,0.36417,0.02139,0.07025,0.29049,0.79627,0.09663,0.12223,0.23856,1.32904,0.09475,0.04537,0.0388,0.08241,0.03271,0.12688,0.25004,0.25402,0.41919,0.41679,0.30013,0.23689,0.10302,0.18604,0.0839,0.25186,0.29565,0.50139,0.31441,0.20591,0.07753,0.20765,0.14559,0.59857,0.18946,0.18112,0.17988,0.08589,0.07088,0.15712,0.53708,1.12391,0.26825,0.11796,0.08108,0.03444,0.01437,0.03713,0.32286,0.24118,0.31317,0.42337,0.19061,0.3165,0.18581,0.19466,0.1347,0.30165,0.38162,0.25716,0.17544,0.20305,0.3503,0.26009,0.07068,0.57267,0.21049,0.14649,0.13919,0.09007,0.04671,0.10992,0.68446,1.0568,0.02335,0.06363,0.09021,0.49436,0.06489,0.04022,0.16655,0.09652,0.12671,0.22546,0.53659,0.79987,0.06656,0.06864,0.07965,0.20196,0.08569,0.09399,0.35826,0.97684,0.03754,0.08193,0.16378,0.63298,0.11118,0.13297,0.3744,0.54308,0.04841,0.04208,0.11491
0.91958,0.07864,0.06702,0.23235,0.57629,0.00874,0.01558,0.10181,0.08031,0.12827,0.13414,0.41037,1.19401,0.01544,0.01932,0.01814,0.0529,0.06594,0.09758,0.38267,1.20688,0.10291,0.05949,0.03161,0.3015,0.06944,0.07996,0.33003,0.78304,0.08396,0.1007,0.25137,1.29403,0.12748,0.03611,0.00951,0.02829,0.04415,0.13587,0.32456,0.28793,0.24754,0.24815,0.40111,0.38511,0.17027,0.14994,0.10995,0.2559,0.27368,0.36348,0.2924,0.23822,0.12778,0.19298,0.25556,0.77373,0.1369,0.09703,0.03948,0.1277,0.10527,0.16843,0.55145,1.50238,0.19377,0.06946,0.03269,0.0238,0.01916,0.04009,0.11865,0.13038,0.15669,0.40602,0.30735,0.46264,0.28465,0.16133,0.09094,0.33521,0.48138,0.55301,0.26913,0.18267,0.05568,0.04624,0.07667,0.7988,92,0.15224,0.09719,0.14012,0.07299,0.08556,0.5611,0.9711,5,0.01934,0.13136,0.47235,0.06781,0.05228,0.28076,0.09756,0.13291,0.1731,0.75967,0.62153,0.0704,0.07675,0.06808,0.17301,0.08634,0.13369,0.36088,0.95676,0.07386,0.09185,0.1236,0.53041,0.08592,0.10439,0.36828,0.47995,0.04786,0.04558,0.33761
0.84055,0.05971,0.03203,0.15231,0.71637,0.01924,0.01983,0.15996,0.15214,0.09641,0.14495,0.2717,1.21389,0.04266,0.04371,0.03455,0.14488,0.11861,0.04574,0.24649,1.22691,0.06009,0.09444,0.06284,0.35065,0.05091,0.08217,0.20532,0.90991,0.04235,0.09259,0.2661,1.3067,0.09099,0.05363,0.05115,0.08495,0.05254,0.11392,0.24612,0.29509,0.35716,0.4632,0.34825,0.18889,0.09211,0.15772,0.09756,0.12972,0.2664,0.49697,0.56222,0.36166,0.05338,0.07925,0.05038,0.71598,0.12612,0.12011,0.08218,0.06697,0.09239,0.18883,0.60739,1.40012,0.08564,0.06871,0.03017,0.03357,0.01295,0.02913,0.33971,0.60413,0.33628,0.26099,0.12703,0.26489,0.15622,0.10279,0.14767,0.11541,0.19169,0.35731,0.29968,0.29376,0.35726,0.31318,0.07173,0.74816,0.17481,0.14092,0.1376,0.09703,0.04167,0.06812,0.59169,1.07888,0.02469,0.03249,0.09502,0.48962,0.0568,0.05898,0.16351,0.0639,0.07136,0.19984,0.47156,0.88824,0.07658,0.14306,0.08545,0.16051,0.07136,0.11194,0.63391,0.81968,0.03382,0.08856,0.08022,0.35272,0.09791,0.15172,0.35061,0.55966,0.06059,0.04453,0.38226
0.77148,0.05044,0.05263,0.16513,0.77627,0.01764,0.01242,0.15398,0.26936,0.0953,0.11491,0.29857,1.14738,0.02222,0.02776,0.0245,0.12552,0.15196,0.05532,0.29232,1.15082,0.07947,0.08813,0.05646,0.3868,0.03369,0.07645,0.18817,0.95315,0.0432,0.09813,0.22041,1.3189,0.09494,0.05827,0.03963,0.04575,0.03096,0.07697,0.33458,0.23442,0.23272,0.48808,0.31667,0.30639,0.14011,0.20781,0.07379,0.08459,0.15323,0.39038,0.57144,0.57216,0.10724,0.07443,0.04653,0.79272,0.16648,0.08955,0.05558,0.10923,0.06527,0.15573,0.56545,1.5617,0.03335,0.02728,0.01278,0.02311,0.01909,0.0372,0.28548,0.69106,0.52737,0.24685,0.12427,0.09911,0.06832,0.11026,0.13276,0.15345,0.27123,0.42455,0.22243,0.27373,0.30715,0.22282,0.12464,0.72434,0.10425,0.07726,0.08724,0.17462,0.09994,0.16083,0.57151,1.17073,0.01125,0.01953,0.13947,0.45051,0.05239,0.04652,0.1096,0.12442,0.1163,0.15703,0.36915,0.86847,0.08645,0.1192,0.15897,0.12546,0.05339,0.11565,0.64742,0.72794,0.11813,0.11038,0.10163,0.41194,0.07788,0.11121,0.34047,0.54943,0.0367,0.03475,0.43762
0.26137,0.04502,0.03889,0.17398,0.12537,0.01497,0.06406,0.27634,0.03404,0.03795,0.11298,0.27703,0.45893,0.03954,0.02415,0.01539,0.08065,0.10372,0.12818,0.35764,0.22982,0.02777,0.03797,0.03423,0.19161,0.0293,0.01684,0.30895,0.23411,0.02365,0.04706,0.14847,0.47389,0.09364,0.05308,0.01849,0.04569,0.05525,0.05762,0.20234,0.06537,0.08598,0.1524,0.25918,0.17821,0.12508,0.06715,0.06662,0.05729,0.07506,0.32025,0.18183,0.17941,0.03555,0.04783,0.10277,0.37181,0.08822,0.08333,0.06074,0.05516,0.0531,0.08143,0.20622,0.37543,0.01041,0.01551,0.03269,0.05543,0.05773,0.16188,0.29091,0.14046,0.20498,0.20074,0.18234,0.07672,0.05519,0.06471,0.07486,0.21992,0.14942,0.11939,0.0645,0.06344,0.06265,0.19882,0.12186,0.36233,0.18053,0.0834,0.02955,0.0925,0.02777,0.02933,0.19459,0.35976,0.02595,0.05431,0.09041,0.05568,0.01876,0.13662,0.25852,0.08152,0.05632,0.07044,0.12304,0.33594,0.15902,0.11719,0.05653,0.06996,0.05114,0.14247,0.25641,0.35026,0.05479,0.04387,0.0311,0.35659,0.18709,0.08137,0.12622,0.07039,0.05171,0.03242,0.0942
0.44201,0.00144,0.03271,0.00092,0.47415,0.0031,0.00321,0.04246,0.19492,0.15461,0.04749,0.21443,0.24345,0.07785,0.0361,0.03114,0.01615,0.02832,0.05612,0.23819,0.56708,0.06659,0.01694,0.01062,0.11712,0.06845,0.07851,0.36237,0.24061,0.01738,0.01947,0.09609,0.72561,0.00592,0.00702,0.0,0.01868,0.00202,0.00649,0.23426,0.27606,0.17153,0.07365,0.05724,0.07677,0.08658,0.13197,0.12619,0.07114,0.05442,0.19288,0.21916,0.24849,0.10925,0.05852,0.04613,0.20236,0.06444,0.14721,0.13734,0.15781,0.06647,0.1064,0.11796,0.59153,0.00518,0.0017,0.00056,0.03976,0.00313,0.01747,0.34066,0.2323,0.14172,0.13286,0.11557,88,0.02757,0.08156,0.18041,0.07605,0.11681,0.19234,0.2048,0.08342,0.07937,0.17617,0.07105,0.23237,0.16845,0.26166,0.10493,0.04503,0.00542,0.01702,0.16512,0.35735,0.00367,0.1049,0.13448,143,0.00499,0.00771,0.24391,0.08519,0.03774,0.04345,0.15095,0.22556,0.12924,0.11533,0.21255,0.03539,0.05545,0.13662,0.20697,0.38787,0.09659,0.05205,0.02907,0.16787,0.10097,0.08684,0.07033,0.30714,0.01906,0.04135,0.20643
0.43244,0.04611,0.0282,0.07453,0.3339,0.00339,0.01274,0.06869,0.10149,0.07086,0.04679,0.32499,0.21303,0.11837,0.09774,0.02673,0.02266,0.04954,201,0.19305,0.46875,0.04095,0.01361,0.01043,0.13634,0.06513,0.0608,0.36179,0.16553,0.04674,0.01208,0.15159,0.83827,0.07376,0.00851,0.00206,0.0095,0.00143,0.01523,0.05123,0.20056,0.17519,0.08648,0.14358,0.15681,0.08497,0.07362,0.07879,0.07577,0.06138,0.14338,0.1903,0.2815,0.11339,0.10567,0.02861,0.20554,0.07039,0.08544,0.08821,0.13113,0.08235,0.07874,0.25819,0.71021,0.03323,0.02382,0.00847,0.01928,0.02425,0.03379,0.14695,0.09039,0.22062,0.15875,0.18989,0.0825,0.11058,0.08113,0.06613,0.04125,0.06534,0.17792,0.18265,0.14045,0.15885,0.20053,33,0.4079,0.1624,0.1231,0.02309,0.02176,0.01111,0.0153,0.23533,0.44797,0.00294,0.00351,0.02142,0.20576,0.00371,0.04705,0.26764,0.03476,0.03336,0.03103,0.18574,0.5154,0.05917,0.07517,0.06537,0.05309,0.05071,0.1214,0.20436,0.43678,0.06088,0.0367,0.03608,0.29639,0.11403,0.06894,0.1508,0.18803,0.01177,0.0142,0.15584
