"[0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16, 18, 21, 23, 24, 27, 28, 29]",visual_clustering_resultsCL0
"[7, 13, 19, 20, 25, 26]",visual_clustering_resultsCL1
"[5, 8, 17, 22]",visual_clustering_resultsCL2
