0.66653,-1.32888,-1.62175,-0.10468,0.26183,0.0075,0.05583,-0.00759,-1.36374,-0.8769,-0.15247,2.06076,0.39407,1.18678,-0.95832,0.0665,0.75211,-0.22289,0.63877,1.69793,0.36638,-0.50856,-0.37774,-0.67635,-0.8561,-1.05621,-0.8686,4.71791,1.54834,0.83326,-0.37049,-0.62799,-0.61976,2.37678,0.67902,1.0912,2.07622,0.52342,0.97162,1.0114,1.60693,0.17975,1.20187,1.69915,1.3908,-0.09419,-0.92709,-0.36562,-1.35211,-0.73634,-0.43525,-0.47817,-1.08406,0.25337,-0.01401,-0.37297,-0.65776,-0.37054,-0.52565,-0.76282,-0.70392,4.74312,0.99444,0.83734,-0.20278,-0.61127,-0.51603,2.56341
-1.27087,0.31468,-0.06935,-0.87481,0.20756,-1.01818,3.53167,-0.88491,-0.70586,1.74895,0.66757,-0.08948,1.05817,-1.1002,-2.07115,1.47908,-0.59851,1.39117,0.32524,1.15417,0.46493,-0.75551,-0.78899,-0.63872,-0.96391,0.26382,2.42033,2.99817,2.14759,-0.12186,-0.38877,-0.4936,-0.68309,1.67825,-1.08847,-0.36787,-0.40535,-0.36675,0.93858,-1.07509,0.6047,-0.63772,0.01214,0.30056,2.21891,-1.27982,-0.87354,1.00924,0.96422,0.01778,0.51689,0.2458,-0.28315,1.42427,0.16889,-0.69938,-0.5841,-0.28454,-0.71545,-0.4105,2.57693,2.91957,2.81082,0.33167,-0.15397,-0.34816,-0.57522,1.43862
-0.87806,1.05845,1.07959,-0.90401,-0.98904,-0.68955,-0.87571,-0.57042,1.06254,0.66594,-1.34177,0.32003,0.86366,-0.08467,0.49994,1.2156,-1.51443,0.72358,0.03462,0.63865,0.87735,-0.28227,-0.25886,-0.03257,-0.22651,0.50166,1.43686,0.18641,-0.47358,-0.29196,-0.47767,-0.50388,-0.52328,-0.82101,-0.82029,-1.00989,-1.10257,-0.15622,0.08275,-0.68524,-0.85472,-0.78327,-0.54311,0.4091,0.19075,-0.73511,-0.59273,0.36974,1.14775,2.00033,-0.08233,-0.15988,-0.58042,1.21095,-0.23538,-0.65249,-0.28188,-0.38414,-0.23854,-0.56175,1.4075,-0.23062,-0.67309,-0.3462,-0.37743,-0.53741,-0.54519,-0.76821
-0.58177,0.18423,0.62735,-0.62801,-0.62632,-0.61553,-0.69067,-0.5637,0.74514,0.51696,-0.22613,-0.65233,0.30453,0.92994,-1.40636,-0.7385,-0.2221,-0.48813,-0.79873,0.61539,0.17622,-0.02759,-0.55417,1.36592,-0.34546,-0.0794,0.22134,0.82976,2.34807,-0.08453,-0.22133,-0.4908,-0.58389,0.22684,-0.42332,-1.30871,-0.87095,0.24767,0.76013,-0.57221,-0.52324,-0.69736,-0.55103,-0.25234,-0.16155,-0.19812,-0.67139,-1.31533,-0.32928,2.55309,1.18574,-0.80727,0.48375,-0.92025,0.18479,-0.07942,-0.49085,1.07201,-0.66132,-0.41245,-0.18911,0.50991,4.51136,-0.21566,-0.31849,-0.53042,-0.61531,1.61622
1.00196,0.02133,0.26844,1.84023,2.3125,0.03397,-0.42974,-0.65507,0.04716,0.2064,0.58072,0.54133,-1.64875,0.45852,0.21105,0.06639,-0.14587,0.83932,0.8904,0.80926,0.86435,-0.34646,-0.84894,-0.55889,-0.81991,2.45966,0.81181,-0.37336,3.28439,-0.2813,-0.1404,-0.5783,-0.46813,0.79823,0.46636,-0.28981,-0.22465,1.40778,0.4503,-0.34705,-0.30791,-0.77125,-0.63351,-0.74153,-0.41087,-0.48433,-0.43634,-0.81824,1.95325,-0.8839,-0.63968,-0.69751,0.13531,-0.56427,-0.01294,-0.1071,-0.67036,-0.13727,-0.62679,1.38995,0.31104,-0.26848,2.73089,-0.08661,0.25553,-0.59346,-0.39257,-0.03083
1.24485,0.68713,0.1436,0.98787,1.39877,-0.02494,-0.94482,-0.56482,0.65089,0.03067,-0.20313,-0.44594,1.18381,1.51456,0.03809,-0.24894,-0.22505,-0.11477,1.24281,-0.72135,-0.51139,-0.63055,-0.49646,-0.89164,-0.15436,-0.41773,0.70323,0.11757,-0.14657,2.30796,-0.05076,0.13733,-0.44392,0.16447,1.9172,2.28861,0.11911,0.94125,1.1302,-0.2284,-0.67808,-0.77529,-0.25462,-1.09207,-0.37624,0.33016,-0.18732,-0.30212,2.77348,-0.78227,-0.86011,-1.4141,-1.07354,-0.27105,-0.48707,-0.84093,-0.49751,-0.80122,-0.36888,-0.05949,0.45759,-0.01002,-0.20873,1.63083,0.29093,0.18808,-0.47518,-0.24085
2.54209,-1.75217,-1.16534,2.71984,1.28148,3.5173,-1.26678,2.99325,-1.1054,-2.66175,0.99465,-0.0122,1.75041,0.9568,0.53682,1.22139,0.75171,-0.85758,-2.0439,-1.09706,1.24677,-0.11687,0.36788,3.71199,-0.84406,-0.9783,-1.03968,-0.83604,-0.87082,-0.77472,-0.41331,-0.43451,-0.49514,-0.90887,0.53409,-0.09506,0.35333,-1.0512,0.85754,2.35435,-0.26074,1.92748,1.36653,2.07181,0.479,0.21317,0.23658,-0.45848,0.53745,-0.7844,-0.42416,0.10797,1.65416,1.08334,-0.7068,-0.37385,0.01361,3.97728,-0.58335,-0.78372,-1.0697,-0.70744,-0.74559,-0.67444,-0.40203,-0.60406,-0.41013,-0.28497
3.9105,-0.29088,-0.70591,2.07657,2.88668,0.42967,0.63689,1.97914,0.28564,0.05734,-0.7092,-0.16747,0.59577,-0.38957,-0.73653,-1.36895,-2.1035,-0.01592,-0.06455,-0.58992,-0.16357,0.046,-0.76901,-0.17474,-0.3554,-0.21806,1.53027,-0.15732,-0.6644,-0.597,-0.4845,0.10681,0.02353,-0.80835,3.44068,0.30995,0.20391,2.32758,1.56569,0.73157,2.05186,3.62049,0.12317,-0.64972,-0.82996,-1.44094,-0.00809,0.05932,1.58963,1.28224,2.60625,2.53164,0.95737,-0.21822,-0.11684,-0.48747,-0.62736,0.03441,-0.477,-0.45397,1.35427,-0.32034,-0.58872,-0.55512,-0.46455,-0.05082,-0.01767,-0.68768
0.65229,-0.56556,-0.27708,0.85206,1.42104,0.27822,-0.93721,0.41117,0.26318,0.76854,-1.31207,1.43261,2.31572,-0.80604,1.0835,0.19593,-0.41521,-0.57195,1.87024,-0.63034,0.44632,-0.65491,0.0475,-0.24793,-0.09732,1.47419,-0.56877,-0.33821,0.12906,0.37545,0.30369,0.3778,-0.59821,-0.44727,1.25447,1.07885,-0.17419,1.36298,1.98998,0.72113,-0.47375,0.65269,0.00419,-0.56892,1.01403,-1.37532,2.10932,-0.10607,0.70039,-0.79215,0.55697,0.1075,-0.07334,-0.39067,0.63896,-0.58592,0.45783,-0.36859,-0.58771,1.61385,-0.49624,-0.40143,0.1621,-0.08627,0.42246,0.52755,-0.64893,-0.54809
0.04594,0.61376,-0.09876,0.18408,0.96882,-0.59227,0.01105,-0.59509,0.12125,1.18333,-2.03743,-1.8344,0.70557,-0.63697,0.17968,0.1308,0.18474,-0.84386,-0.6339,-0.10555,0.57272,-0.84349,-0.57429,0.71822,1.15898,-0.35778,-0.43387,-0.47595,-0.72741,0.17328,-0.46979,-0.35351,-0.49929,-1.11315,-0.25057,0.38006,0.89521,0.39183,1.5047,-0.538,-0.97068,-0.77595,-0.1008,-0.21935,0.21456,1.29987,-0.84268,-0.89341,-0.96873,0.33854,-0.81656,-0.40287,-0.14739,-0.95964,-0.41328,-0.89113,-0.19095,0.16844,0.297,-0.31617,-0.61405,-0.2248,-0.73229,-0.34682,-0.51541,-0.40323,-0.46162,-1.16479
