77,0
216,0
155,0
43,846
108,1150
150,303
120,589
148,147
174,0
235,0
147,0
172,0
100,0
124,0
191,0
167,0
168,0
518,0
140,0
195,0
391,0
141,0
110,467
83,1797
163,2099
251,2985
103,2481
80,2389
407,407
219,0
321,0
170,0
121,0
191,0
475,0
169,0
301,0
438,0
555,0
398,0
544,0
381,0
305,0
230,0
218,0
333,0
255,0
471,0
728,0
363,0
319,0
254,0
172,0
341,0
406,0
48,0
148,0
218,0
394,0
192,0
264,0
265,0
178,0
642,0
331,0
391,0
586,0
181,0
289,0
239,0
128,0
302,0
415,0
244,0
223,0
132,0
89,0
742,0
294,0
253,0
187,0
257,0
589,0
171,0
204,0
432,0
642,0
149,0
224,0
216,0
346,0
311,0
538,0
196,0
495,0
86,0
378,0
563,0
548,0
640,0
298,0
200,0
290,0
228,0
653,0
297,0
299,0
226,0
132,0
114,0
127,0
97,0
45,0
109,0
133,0
122,0
165,0
141,245
93,356
133,0
117,0
104,0
207,2131
222,2718
85,1196
136,1783
112,869
203,399
217,0
226,0
202,0
184,0
151,0
150,0
159,0
298,0
262,0
260,0
203,0
130,0
130,0
168,0
399,0
400,0
244,0
94,0
184,0
213,0
369,0
628,0
196,0
626,0
375,0
133,0
167,0
186,0
110,0
163,0
255,0
589,0
336,0
615,0
199,0
153,0
626,0
35,0
273,0
244,0
425,0
176,0
421,0
431,0
281,0
319,0
54,0
48,0
113,772
464,2420
41,0
111,1979
56,0
44,0
34,0
171,1123
330,0
242,0
379,0
455,0
592,0
744,0
481,0
353,0
535,0
330,0
506,0
639,0
223,0
216,0
382,0
546,0
622,0
730,0
195,0
279,0
230,0
461,0
154,0
453,0
650,0
284,0
370,0
84,0
446,0
514,0
514,0
635,0
279,0
298,0
715,0
319,0
124,0
779,0
304,0
391,0
405,0
413,0
366,0
320,0
218,0
486,0
314,0
405,0
360,0
203,0
561,0
312,0
125,916
95,124
47,0
51,0
79,0
98,0
251,765
154,721
332,2030
603,0
174,0
326,0
419,0
650,0
308,0
408,0
308,0
176,0
323,0
146,0
278,0
103,0
504,0
374,0
287,0
525,0
390,0
347,0
351,0
757,0
437,0
94,0
483,0
282,0
513,0
319,0
474,0
291,0
474,0
140,0
378,0
621,0
751,0
609,0
86,0
196,0
444,0
104,0
99,0
404,0
307,0
486,0
270,0
398,0
209,0
722,0
109,935
12,0
19,0
50,0
125,0
1003,0
790,0
356,0
417,0
333,0
124,0
269,0
370,0
249,0
168,0
280,0
188,0
161,0
145,0
173,0
225,0
258,0
203,0
212,0
76,0
0,0
0,0
9,0
0,0
567,0
590,0
428,0
275,0
143,0
293,0
254,0
143,0
214,0
58,0
298,0
340,0
103,0
114,0
718,0
286,0
277,0
156,0
369,0
630,0
434,0
478,0
462,0
441,0
193,0
310,0
299,0
215,0
373,0
260,0
412,0
238,0
340,0
357,0
350,0
352,0
328,0
288,0
784,0
378,0
197,0
362,0
578,0
574,0
476,0
200,0
422,0
565,0
314,0
438,0
600,0
342,0
293,0
622,0
518,0
249,0
510,0
391,0
464,0
374,0
279,0
216,0
328,0
465,0
142,0
261,0
107,0
178,0
470,0
386,0
443,0
332,0
359,0
177,0
201,0
187,0
95,0
247,0
232,0
375,0
284,0
221,0
174,0
85,550
13,117
126,1277
173,326
268,734
189,442
280,0
51,0
286,0
105,0
170,0
101,0
310,0
332,0
332,0
540,0
318,0
202,0
324,0
352,0
169,0
261,0
181,0
373,0
358,0
84,0
113,0
130,0
317,0
159,0
183,0
313,0
260,0
156,0
229,0
313,0
47,0
162,0
190,0
268,0
281,0
132,0
328,0
257,0
261,0
272,0
441,0
72,0
167,0
63,0
99,0
120,0
212,0
388,0
229,0
98,0
178,0
219,0
357,0
101,0
502,0
689,0
395,0
161,0
300,0
179,0
100,0
65,0
139,774
174,1787
36,0
66,1340
120,1852
88,2090
76,3241
113,3058
432,874
240,0
318,0
149,0
837,0
120,0
232,0
231,0
123,0
422,0
266,0
231,0
608,0
319,0
83,0
37,0
125,0
74,0
429,0
247,0
216,0
222,0
74,0
312,0
187,0
216,0
336,0
358,0
156,0
164,0
330,0
226,0
167,0
146,0
302,0
142,0
116,0
536,0
262,0
231,0
549,0
377,0
384,0
211,0
343,0
134,0
339,0
364,0
87,0
250,0
163,0
447,0
439,0
362,0
244,0
195,0
362,0
393,0
128,0
262,0
399,0
489,0
295,0
291,0
292,0
256,0
527,0
306,0
380,0
268,0
